B,N,7,52
B,P,7,51
C,N,24,61
C,R,23,61
B,N,7,53
B,P,7,52
B,N,6,53
B,P,7,53
C,N,25,61
C,R,24,61
B,N,5,53
B,P,6,53
B,N,4,53
B,P,5,53
C,N,24,61
C,R,25,61
B,N,3,53
B,P,4,53
B,N,3,54
B,P,3,53
C,N,25,61
C,R,24,61
B,N,3,55
B,P,3,54
B,R,3,55
B,R,3,54
B,R,3,53
B,R,4,53
B,R,5,53
B,R,6,53
B,R,7,53
B,R,7,52
B,R,7,51
B,R,7,50
B,R,7,49
B,R,8,49
B,R,9,49
B,R,9,50
B,R,9,51
B,R,9,52
B,R,9,53
B,R,9,54
B,R,9,55
B,R,8,55
B,R,7,55
B,R,6,55
B,R,5,55
B,R,5,56
B,R,5,57
B,R,6,57
B,R,7,57
B,R,7,58
B,R,7,59
B,R,6,59
B,R,5,59
B,R,4,59
B,N,3,60
C,N,25,60
C,R,25,61
B,N,3,61
B,P,3,60
B,N,4,61
B,P,3,61
C,N,25,59
C,R,25,60
B,N,5,61
B,P,4,61
B,N,6,61
B,P,5,61
C,N,25,60
C,R,25,59
B,N,7,61
B,P,6,61
B,N,8,61
B,P,7,61
C,N,25,61
C,R,25,60
B,N,9,61
B,P,8,61
B,N,10,61
B,P,9,61
C,N,26,61
C,R,25,61
B,N,11,61
B,P,10,61
B,N,11,60
B,P,11,61
C,N,25,61
C,R,26,61
B,N,11,59
B,P,11,60
B,N,12,59
B,P,11,59
C,N,25,60
C,R,25,61
B,N,13,59
B,P,12,59
B,N,13,60
B,P,13,59
C,N,25,61
C,R,25,60
B,N,13,61
B,P,13,60
B,N,14,61
B,P,13,61
C,N,26,61
C,R,25,61
B,N,15,61
B,P,14,61
B,N,16,61
B,P,15,61
C,N,25,61
C,R,26,61
B,N,17,61
B,P,16,61
B,R,17,61
B,R,16,61
B,R,15,61
B,R,14,61
B,R,13,61
B,R,13,60
B,R,13,59
B,R,12,59
B,R,11,59
B,R,11,60
B,R,11,61
B,R,10,61
B,R,9,61
B,R,8,61
B,R,7,61
B,R,6,61
B,R,5,61
B,R,4,61
B,R,3,61
B,R,3,60
B,N,2,59
C,N,24,61
C,R,25,61
B,N,1,59
B,P,2,59
B,N,1,60
B,P,1,59
C,N,25,61
C,R,24,61
B,N,1,61
B,P,1,60
B,R,1,61
B,R,1,60
B,R,1,59
B,R,2,59
B,R,3,59
B,R,3,58
B,R,3,57
B,R,2,57
B,R,1,57
B,R,1,56
B,R,1,55
B,R,1,54
B,R,1,53
B,R,1,52
B,R,1,51
B,R,2,51
B,R,3,51
B,R,4,51
B,R,5,51
B,R,5,50
B,R,5,49
B,R,5,48
B,R,5,47
B,R,5,46
B,R,5,45
B,R,4,45
B,R,3,45
B,R,3,44
B,R,3,43
B,R,2,43
B,N,1,44
C,N,26,61
C,R,25,61
B,N,1,45
B,P,1,44
B,N,1,46
B,P,1,45
C,N,25,61
C,R,26,61
B,N,1,47
B,P,1,46
B,N,1,48
B,P,1,47
C,N,26,61
C,R,25,61
B,N,1,49
B,P,1,48
B,N,2,49
B,P,1,49
C,N,25,61
C,R,26,61
B,N,3,49
B,P,2,49
B,N,3,48
B,P,3,49
C,N,24,61
C,R,25,61
B,N,3,47
B,P,3,48
B,R,3,47
B,R,3,48
B,R,3,49
B,R,2,49
B,R,1,49
B,R,1,48
B,R,1,47
B,R,1,46
B,R,1,45
B,R,1,44
B,R,1,43
B,R,1,42
B,N,1,40
C,N,23,61
C,R,24,61
B,N,1,39
B,P,1,40
B,N,2,39
B,P,1,39
C,N,24,61
C,R,23,61
B,N,3,39
B,P,2,39
B,N,3,38
B,P,3,39
C,N,23,61
C,R,24,61
B,N,3,37
B,P,3,38
B,N,2,37
B,P,3,37
C,N,24,61
C,R,23,61
B,N,1,37
B,P,2,37
B,R,1,37
B,R,2,37
B,R,3,37
B,R,3,38
B,R,3,39
B,R,2,39
B,R,1,39
B,R,1,40
B,R,1,41
B,R,2,41
B,R,3,41
B,R,4,41
B,R,5,41
B,R,5,40
B,R,5,39
B,R,5,38
B,R,5,37
B,R,5,36
B,R,5,35
B,R,4,35
B,R,3,35
B,R,2,35
B,R,1,35
B,R,1,34
B,R,1,33
B,R,2,33
B,R,3,33
B,R,3,32
B,R,3,31
B,R,2,31
B,R,1,31
B,R,1,30
B,R,1,29
B,R,2,29
B,R,3,29
B,R,4,29
B,R,5,29
B,R,5,28
B,R,5,27
B,R,5,26
B,R,5,25
B,R,4,25
B,R,3,25
B,R,3,24
B,R,3,23
B,R,3,22
B,R,3,21
B,R,4,21
B,R,5,21
B,R,6,21
B,R,7,21
B,R,7,20
B,R,7,19
B,R,6,19
B,N,4,19
C,N,25,61
C,R,24,61
B,N,3,19
B,P,4,19
B,N,3,18
B,P,3,19
C,N,26,61
C,R,25,61
B,N,3,17
B,P,3,18
B,N,2,17
B,P,3,17
C,N,25,61
C,R,26,61
B,N,1,17
B,P,2,17
B,N,1,18
B,P,1,17
C,N,26,61
C,R,25,61
B,N,1,19
B,P,1,18
B,N,1,20
B,P,1,19
C,N,25,61
C,R,26,61
B,N,1,21
B,P,1,20
B,N,1,22
B,P,1,21
C,N,24,61
C,R,25,61
B,N,1,23
B,P,1,22
B,N,1,24
B,P,1,23
C,N,23,61
C,R,24,61
B,N,1,25
B,P,1,24
B,N,1,26
B,P,1,25
C,N,24,61
C,R,23,61
B,N,1,27
B,P,1,26
B,N,2,27
B,P,1,27
C,N,25,61
C,R,24,61
B,N,3,27
B,P,2,27
B,R,3,27
B,R,2,27
B,R,1,27
B,R,1,26
B,R,1,25
B,R,1,24
B,R,1,23
B,R,1,22
B,R,1,21
B,R,1,20
B,R,1,19
B,R,1,18
B,R,1,17
B,R,2,17
B,N,3,16
C,N,25,60
C,R,25,61
B,N,3,15
B,P,3,16
B,N,3,14
B,P,3,15
C,N,25,59
C,R,25,60
B,N,3,13
B,P,3,14
B,N,4,13
B,P,3,13
C,N,26,59
C,R,25,59
B,N,5,13
B,P,4,13
B,N,5,12
B,P,5,13
C,N,25,59
C,R,26,59
B,N,5,11
B,P,5,12
B,N,4,11
B,P,5,11
C,N,25,60
C,R,25,59
B,N,3,11
B,P,4,11
B,N,2,11
B,P,3,11
C,N,25,59
C,R,25,60
B,N,1,11
B,P,2,11
B,N,1,12
B,P,1,11
C,N,26,59
C,R,25,59
B,N,1,13
B,P,1,12
B,N,1,14
B,P,1,13
C,N,25,59
C,R,26,59
B,N,1,15
B,P,1,14
B,R,1,15
B,R,1,14
B,R,1,13
B,R,1,12
B,R,1,11
B,R,2,11
B,R,3,11
B,R,4,11
B,R,5,11
B,R,5,12
B,R,5,13
B,R,4,13
B,R,3,13
B,R,3,14
B,R,3,15
B,R,3,16
B,R,3,17
B,R,3,18
B,R,3,19
B,R,4,19
B,R,5,19
B,R,5,18
B,R,5,17
B,R,6,17
B,R,7,17
B,R,8,17
B,R,9,17
B,R,10,17
B,R,11,17
B,R,11,18
B,R,11,19
B,R,10,19
B,R,9,19
B,R,9,20
B,R,9,21
B,R,9,22
B,R,9,23
B,R,10,23
B,R,11,23
B,R,11,22
B,R,11,21
B,R,12,21
B,R,13,21
B,R,14,21
B,R,15,21
B,R,15,20
B,N,15,18
C,N,25,60
C,R,25,59
B,N,15,17
B,P,15,18
B,N,16,17
B,P,15,17
C,N,25,61
C,R,25,60
B,N,17,17
B,P,16,17
B,N,18,17
B,P,17,17
C,N,25,60
C,R,25,61
B,N,19,17
B,P,18,17
B,N,19,18
B,P,19,17
C,N,25,61
C,R,25,60
B,N,19,19
B,P,19,18
B,N,18,19
B,P,19,19
C,N,26,61
C,R,25,61
B,N,17,19
B,P,18,19
B,N,17,20
B,P,17,19
C,N,25,61
C,R,26,61
B,N,17,21
B,P,17,20
B,N,18,21
B,P,17,21
C,N,24,61
C,R,25,61
B,N,19,21
B,P,18,21
B,N,20,21
B,P,19,21
C,N,23,61
C,R,24,61
B,N,21,21
B,P,20,21
B,N,21,22
B,P,21,21
C,N,24,61
C,R,23,61
B,N,21,23
B,P,21,22
B,N,20,23
B,P,21,23
C,N,25,61
C,R,24,61
B,N,19,23
B,P,20,23
B,N,18,23
B,P,19,23
C,N,25,60
C,R,25,61
B,N,17,23
B,P,18,23
B,N,17,24
B,P,17,23
C,N,25,59
C,R,25,60
B,N,17,25
B,P,17,24
B,N,17,26
B,P,17,25
C,N,26,59
C,R,25,59
B,N,17,27
B,P,17,26
B,N,17,28
B,P,17,27
C,N,25,59
C,R,26,59
B,N,17,29
B,P,17,28
B,N,16,29
B,P,17,29
C,N,26,59
C,R,25,59
B,N,15,29
B,P,16,29
B,N,14,29
B,P,15,29
C,N,25,59
C,R,26,59
B,N,13,29
B,P,14,29
B,N,12,29
B,P,13,29
C,N,26,59
C,R,25,59
B,N,11,29
B,P,12,29
B,N,11,30
B,P,11,29
C,N,25,59
C,R,26,59
B,N,11,31
B,P,11,30
B,N,12,31
B,P,11,31
C,N,26,59
C,R,25,59
B,N,13,31
B,P,12,31
B,R,13,31
B,R,12,31
B,N,10,31
C,N,25,59
C,R,26,59
B,N,9,31
B,P,10,31
B,N,9,30
B,P,9,31
C,N,26,59
C,R,25,59
B,N,9,29
B,P,9,30
B,N,8,29
B,P,9,29
C,N,25,59
C,R,26,59
B,N,7,29
B,P,8,29
B,N,7,30
B,P,7,29
C,N,25,60
C,R,25,59
B,N,7,31
B,P,7,30
B,N,6,31
B,P,7,31
C,N,25,59
C,R,25,60
B,N,5,31
B,P,6,31
B,N,5,32
B,P,5,31
C,N,26,59
C,R,25,59
B,N,5,33
B,P,5,32
B,N,6,33
B,P,5,33
C,N,25,59
C,R,26,59
B,N,7,33
B,P,6,33
B,N,8,33
B,P,7,33
C,N,25,60
C,R,25,59
B,N,9,33
B,P,8,33
B,N,9,34
B,P,9,33
C,N,25,59
C,R,25,60
B,N,9,35
B,P,9,34
B,N,10,35
B,P,9,35
C,N,26,59
C,R,25,59
B,N,11,35
B,P,10,35
B,N,12,35
B,P,11,35
C,N,25,59
C,R,26,59
B,N,13,35
B,P,12,35
B,N,14,35
B,P,13,35
C,N,26,59
C,R,25,59
B,N,15,35
B,P,14,35
B,N,15,36
B,P,15,35
C,N,25,59
C,R,26,59
B,N,15,37
B,P,15,36
B,N,15,38
B,P,15,37
C,N,26,59
C,R,25,59
B,N,15,39
B,P,15,38
B,N,14,39
B,P,15,39
C,N,25,59
C,R,26,59
B,N,13,39
B,P,14,39
B,N,13,38
B,P,13,39
C,N,26,59
C,R,25,59
B,N,13,37
B,P,13,38
B,N,12,37
B,P,13,37
C,N,25,59
C,R,26,59
B,N,11,37
B,P,12,37
B,N,11,38
B,P,11,37
C,N,26,59
C,R,25,59
B,N,11,39
B,P,11,38
B,N,11,40
B,P,11,39
C,N,25,59
C,R,26,59
B,N,11,41
B,P,11,40
B,N,11,42
B,P,11,41
C,N,26,59
C,R,25,59
B,N,11,43
B,P,11,42
B,N,12,43
B,P,11,43
C,N,25,59
C,R,26,59
B,N,13,43
B,P,12,43
B,N,13,42
B,P,13,43
C,N,25,60
C,R,25,59
B,N,13,41
B,P,13,42
B,N,14,41
B,P,13,41
C,N,25,59
C,R,25,60
B,N,15,41
B,P,14,41
B,N,15,42
B,P,15,41
C,N,25,60
C,R,25,59
B,N,15,43
B,P,15,42
B,N,16,43
B,P,15,43
C,N,25,59
C,R,25,60
B,N,17,43
B,P,16,43
B,N,18,43
B,P,17,43
C,N,25,60
C,R,25,59
B,N,19,43
B,P,18,43
B,N,20,43
B,P,19,43
C,N,25,59
C,R,25,60
B,N,21,43
B,P,20,43
B,N,21,44
B,P,21,43
C,N,25,60
C,R,25,59
B,N,21,45
B,P,21,44
B,R,21,45
B,R,21,44
B,R,21,43
B,R,20,43
B,N,19,44
C,N,25,59
C,R,25,60
B,N,19,45
B,P,19,44
B,N,19,46
B,P,19,45
C,N,26,59
C,R,25,59
B,N,19,47
B,P,19,46
B,N,20,47
B,P,19,47
C,N,25,59
C,R,26,59
B,N,21,47
B,P,20,47
B,N,22,47
B,P,21,47
C,N,25,60
C,R,25,59
B,N,23,47
B,P,22,47
B,N,24,47
B,P,23,47
C,N,25,61
C,R,25,60
B,N,25,47
B,P,24,47
B,R,25,47
B,R,24,47
B,N,23,46
C,N,25,60
C,R,25,61
B,N,23,45
B,P,23,46
B,N,23,44
B,P,23,45
C,N,25,59
C,R,25,60
B,N,23,43
B,P,23,44
B,N,24,43
B,P,23,43
C,N,26,59
C,R,25,59
B,N,25,43
B,P,24,43
B,N,25,44
B,P,25,43
C,N,25,59
C,R,26,59
B,N,25,45
B,P,25,44
B,N,26,45
B,P,25,45
C,N,26,59
C,R,25,59
B,R,26,45
B,R,25,45
B,R,25,44
B,R,25,43
B,R,24,43
B,R,23,43
B,R,23,44
B,R,23,45
B,R,23,46
B,R,23,47
B,R,22,47
B,R,21,47
B,R,20,47
B,N,19,48
C,N,25,59
C,R,26,59
B,N,19,49
B,P,19,48
B,N,20,49
B,P,19,49
C,N,25,60
C,R,25,59
B,N,21,49
B,P,20,49
B,N,21,50
B,P,21,49
C,N,25,59
C,R,25,60
B,N,21,51
B,P,21,50
B,N,20,51
B,P,21,51
C,N,26,59
C,R,25,59
B,N,19,51
B,P,20,51
B,N,18,51
B,P,19,51
C,N,25,59
C,R,26,59
B,N,17,51
B,P,18,51
B,N,17,50
B,P,17,51
C,N,26,59
C,R,25,59
B,N,17,49
B,P,17,50
B,N,17,48
B,P,17,49
C,N,25,59
C,R,26,59
B,N,17,47
B,P,17,48
B,N,17,46
B,P,17,47
C,N,25,60
C,R,25,59
B,N,17,45
B,P,17,46
B,N,16,45
B,P,17,45
C,N,25,59
C,R,25,60
B,N,15,45
B,P,16,45
B,N,15,46
B,P,15,45
C,N,26,59
C,R,25,59
B,N,15,47
B,P,15,46
B,N,15,48
B,P,15,47
C,N,25,59
C,R,26,59
B,N,15,49
B,P,15,48
B,N,15,50
B,P,15,49
C,N,25,60
C,R,25,59
B,N,15,51
B,P,15,50
B,N,15,52
B,P,15,51
C,N,25,59
C,R,25,60
B,N,15,53
B,P,15,52
